stationNumber;platform;trackNumber;trackName;length;height
7028;B01;1;Gleis 1;80;55
7028;B02;2;Gleis 2;80;55
1447;B01;1;Gleis 1;217;38
1447;B02;2;Gleis 2;215;38
1469;B01;3;Gleis 3;201;55
1469;B02;4;Gleis 4;210;55
1469;B02;5;Gleis 5;210;55
1519;B01;1;Gleis 1;211;55
1519;B02;2;Gleis 2;249;38
1576;B01;1;Gleis 1;155;55
1584;B01;1;Gleis 1;210;55
1584;B02;2;Gleis 2;210;55
1584;B02;3;Gleis 3;210;55
1669;B01;1;Gleis 1;162;38
1669;B02;2;Gleis 2;121,5;55
1669;B02;3;Gleis 3;121,5;55
1749;B01;1;Gleis 1;150;55
1772;B01;2;Gleis 2;141;55
1772;B02;1;Gleis 1;141;55
1893;B01;1;Gleis 1;460;76
1893;B03;2;Gleis 2;406;76
1893;B03;3;Gleis 3;406;76
1893;B04;4;Gleis 4;355;36
1893;B04;5;Gleis 5;355;36
1893;B05;6;Gleis 6;300;76
1893;B05;7;Gleis 7;300;76
1893;B06;8;Gleis 8;215;36
7992;B01;1;Gleis 1;200;55
1895;B01;1;Gleis 1;135;32
1896;B01;1;Gleis 1;203;38
1896;B02;2;Gleis 2;200;38
1894;B01;1;Gleis 1;170;32
1897;B01;1;Gleis 1;183;38
1898;B01;1;Gleis 1;233;32
1898;B02;2;Gleis 2;249;38
1899;B01;1;Gleis 1;293;38
1899;B02;2;Gleis 2;250;38
1900;B01;1;Gleis 1;156;38
1900;B02;2;Gleis 2;156;38
1962;B01;1;Gleis 1;140;38
1962;B02;2;Gleis 2;143;38
2044;B01;1;Gleis 1;135;55
2044;B02;2;Gleis 2;135;55
2062;B01;1;Gleis 1;229;36
2062;B02;2;Gleis 2;352;36
2062;B02;3;Gleis 3;352;36
2214;B01;1;Gleis 1;148;55
2214;B02;2;Gleis 2;138;38
2214;B02;3;Gleis 3;138;38
2257;B01;1;Gleis 1;160;38
2257;B02;2;Gleis 2;150;38
2257;B02;3;Gleis 3;150;38
2272;B01;1;Gleis 1;164;38
2412;B01;1;Gleis 1;201;38
2412;B02;2;Gleis 2;230;38
2433;B01;1;Gleis 1;150;55
7113;B01;1;Gleis 1;80;55
7113;B02;2;Gleis 2;80;55
2511;B01;1;Gleis 1;198;76
2511;B02;2;Gleis 2;209;76
2577;B01;1;Gleis 1;242;38
2577;B02;2;Gleis 2;266;38
2577;B02;3;Gleis 3;266;38
2601;B01;1;Gleis 1;201;36
2601;B02;2;Gleis 2;395;36
2601;B02;3;Gleis 3;395;36
2606;B01;1;Gleis 1;150;55
2669;B01;1;Gleis 1;217;55
2669;B02;2;Gleis 2;217;55
2699;B01;1;Gleis 1;276;38
2699;B02;2;Gleis 2;311;38
2735;B01;1;Gleis 1;148;38
2735;B02;2;Gleis 2;150;38
2774;B01;1;Gleis 1;199;38
2774;B02;2;Gleis 2;215;38
2782;B01;1;Gleis 1;251;38
2782;B02;2;Gleis 2;252;38
2913;B01;1;Gleis 1;297;38
2913;B02;2;Gleis 2;351;38
2913;B02;3;Gleis 3;351;38
2934;B01;1;Gleis 1;107;28
8059;B01;2;Gleis 2;110;55
2942;B01;1;Gleis 1;150;55
2960;B01;1;Gleis 1;103;38
2969;B01;1;Gleis 1;150;55
2982;B01;1;Gleis 1;160;36
2982;B02;2;Gleis 2;361;36
2982;B02;3;Gleis 3;361;36
2982;B03;4;Gleis 4;361;36
2982;B03;5;Gleis 5;361;36
8033;B01;1;Gleis 1;140;55
8034;B01;1;Gleis 1;110;55
3013;B01;1;Gleis 1;151;38
3013;B02;2;Gleis 2;156;30
3148;B01;1;Gleis 1;207;30
3148;B01;5;Gleis 5;207;30
3148;B02;3;Gleis 3;331;30
3148;B02;4;Gleis 4;400;30
3160;B01;1;Gleis 1;278;36
3160;B02;2;Gleis 2;270;36
3206;B01;1;Gleis 1;288;38
3206;B02;2;Gleis 2;205;38
3252;B01;1;Gleis 1;201,5;30
3252;B02;2;Gleis 2;128;28
3316;B01;1;Gleis 1;227;38
3316;B02;2;Gleis 2;227;38
3317;B01;1;Gleis 1;150;55
3342;B01;1;Gleis 1;193;38
3342;B02;2;Gleis 2;208;38
3374;B01;1;Gleis 1;154;38
3374;B02;2;Gleis 2;155;38
3494;B01;2;Gleis 2;377;36
3494;B01;6;Gleis 6;198;36
3494;B02;1;Gleis 1;350;36
3494;B02;3;Gleis 3;350;36
3575;B01;1;Gleis 1;156;38
8048;B01;1;Gleis 1;121;55
3589;B01;1;Gleis 1;120;55
3589;B02;2;Gleis 2;121;55
3590;B01;1;Gleis 1;160;38
3590;B02;2;Gleis 2;153;38
3600;B01;1;Gleis 1;107;38
3613;B01;1;Gleis 1;120;38
3613;B02;2;Gleis 2;152;38
3756;B01;1;Gleis 1;100;28
3762;B01;1;Gleis 1;174;38
3762;B02;2;Gleis 2;102;38
8043;B01;1;Gleis 1;80;55
3783;B01;1;Gleis 1;150;55
3783;B02;2;Gleis 2;150;55
3783;B02;3;Gleis 3;150;55
8044;B01;1;Gleis 1;150;55
8044;B02;2;Gleis 2;150;55
8045;B01;1;Gleis 1;151;55
8045;B02;2;Gleis 2;151;55
896;B01;1;Gleis 1;150;55
2441;B01;1;Gleis 1;150;55
2441;B02;2;Gleis 2;150;55
3784;B01;1;Gleis 1;150;55
7148;B01;1;Gleis 1;80;55
7147;B01;1;Gleis 1;80;55
7147;B02;2;Gleis 2;80;55
4004;B01;1;Gleis 1;150;55
8035;B01;1;Gleis 1;110;55
8036;B01;1;Gleis 1;110;55
4223;B01;1;Gleis 1;260;36
4223;B02;2;Gleis 2;316;36
4223;B02;5;Gleis 5;316;36
4223;B04;4;Gleis 4;71;36
4282;B02;1;Gleis 1;151;38
4282;B02;2;Gleis 2;151;38
7156;B01;1;Gleis 1;210;32
4451;B01;1;Gleis 1;218;38
4451;B02;2;Gleis 2;213;38
4451;B02;3;Gleis 3;213;38
4541;B01;1;Gleis 1;150;55
4585;B01;1;Gleis 1;190;38
4585;B02;2;Gleis 2;190;38
4654;B01;1;Gleis 1;175;38
4654;B02;2;Gleis 2;109;20
4654;B02;3;Gleis 3;109;20
4655;B01;1;Gleis 1;104;26
4670;B02;2;Gleis 2;210;76
4670;B02;3;Gleis 3;210;76
4712;B01;1;Gleis 1;150;55
4745;B01;1;Gleis 1;408;76
4745;B01;2;Gleis 2;406,5;76
4745;B02;3;Gleis 3;427;76
4745;B02;4;Gleis 4;427;76
4745;B06;5;Gleis 5;403;76
4745;B06;6;Gleis 6;403;76
4745;B07;7;Gleis 7;125;55
8000;B01;1;Gleis 1;170;55
8000;B02;2;Gleis 2;170;55
4771;B01;1;Gleis 1;105;38
4771;B02;2;Gleis 2;103;38
4780;B01;2;Gleis 2;243;38
4780;B02;1;Gleis 1;211;36
5112;B01;1;Gleis 1;100;38
5113;B01;1;Gleis 1;100;38
5222;B01;1;Gleis 1;221;76
5222;B02;2;Gleis 2;221;76
5252;B01;1;Gleis 1;153;38
5252;B02;2;Gleis 2;128;38
5252;B02;3;Gleis 3;128;38
5257;B01;1;Gleis 1;185;30
5257;B02;2;Gleis 2;196;30
5273;B01;1;Gleis 1;226;38
5273;B02;2;Gleis 2;228;38
8055;B01;1;Gleis 1;80;55
8055;B01;2;Gleis 2;80;55
5286;B01;1;Gleis 1;299;38
5286;B02;2;Gleis 2;295;38
5378;B01;1;Gleis 1;102;20
5405;B01;1;Gleis 1;220;28
5405;B02;2;Gleis 2;320;76
5405;B02;3;Gleis 3;320;76
5405;B03;4;Gleis 4;318;76
5405;B03;5;Gleis 5;318;76
7150;B01;1;Gleis 1;80;55
7152;B01;1;Gleis 1;80;55
7151;B01;1;Gleis 1;80;55
7151;B01;2;Gleis 2;80;55
5538;B01;1;Gleis 1;200;38
5538;B02;2;Gleis 2;250;38
5594;B02;1;Gleis 1;211;55
5594;B02;2;Gleis 2;211;55
5600;B01;1;Gleis 1;140;55
5677;B01;1;Gleis 1;150;55
5677;B02;2;Gleis 2;150;55
5677;B02;3;Gleis 3;150;55
8046;B01;1;Gleis 1;150;55
5752;B01;1;Gleis 1;110;55
5752;B02;2;Gleis 2;110;55
5770;B01;1;Gleis 1;145;38
5770;B02;2;Gleis 2;140;38
5782;B01;1;Gleis 1;149;55
5916;B01;1;Gleis 1;190;38
5916;B02;2;Gleis 2;234;38
5916;B02;3;Gleis 3;234;38
8037;B01;1;Gleis 1;80;55
5938;B01;1;Gleis 1;300;38
5938;B02;2;Gleis 2;351;38
5938;B02;3;Gleis 3;351;38
5982;B01;1;Gleis 1;160,7;38
5982;B02;2;Gleis 2;197,2;38
5993;B01;1;Gleis 1;150;55
5993;B02;2;Gleis 2;150;55
6107;B02;2;Gleis 2;210;28
6107;B02;3;Gleis 3;210;28
6170;B01;1;Gleis 1;210;55
6170;B02;2;Gleis 2;210;55
6216;B01;1;Gleis 1;183;38
6220;B01;1;Gleis 1;276;38
6220;B01;4;Gleis 4;163;38
6220;B02;2;Gleis 2;235;38
6220;B02;3;Gleis 3;235;38
6258;B01;1;Gleis 1;311;38
6258;B02;2;Gleis 2;349;38
6258;B02;3;Gleis 3;349;38
6276;B01;1;Gleis 1;110;55
6276;B01;12;Gleis 12;110;55
6276;B02;2;Gleis 2;80;55
6292;B01;1;Gleis 1;80;55
6292;B02;2;Gleis 2;320;76
6292;B02;3;Gleis 3;320;76
6292;B03;4;Gleis 4;322;76
6292;B03;5;Gleis 5;322;76
8039;B01;1;Gleis 1;110;55
7993;B01;1;Gleis 1;110;55
8038;B01;1;Gleis 1;80;55
6293;B01;1;Gleis 1;80;55
6329;B01;1;Gleis 1;87;24
6418;B01;1;Gleis 1;326;36
6418;B02;2;Gleis 2;358,1;36
6418;B02;3;Gleis 3;218,3;36
6418;B02;4;Gleis 4;62,4;36
6418;B02;5;Gleis 5;77,4;36
7153;B01;1;Gleis 1;80;55
7154;B01;1;Gleis 1;80;55
6487;B01;1;Gleis 1;177;38
6487;B02;2;Gleis 2;150;55
6494;B01;1;Gleis 1;228;36
6494;B02;2;Gleis 2;211;36
6494;B02;3;Gleis 3;211;36
6494;B03;5;Gleis 5;217;55
6555;B01;1;Gleis 1;150;55
6588;B01;1;Gleis 1;162;38
6588;B02;2;Gleis 2;159;38
6606;B01;1;Gleis 1;115,5;55
6606;B02;2;Gleis 2;221;76
6606;B03;5;Gleis 5;203;76
6606;B03;7;Gleis 7;246;76
6606;B04;8;Gleis 8;180;76
6606;B04;9;Gleis 9;180;76
7988;B01;1;Gleis 1;80;55
6607;B01;1;Gleis 1;80;55
7987;B01;1;Gleis 1;80;55
8040;B01;1;Gleis 1;80;55
8041;B01;1;Gleis 1;80;55
8042;B01;1;Gleis 1;140;55
6965;B01;1;Gleis 1;120;38
6965;B02;2;Gleis 2;120;38
6988;B01;1;Gleis 1;150;55
7155;B01;1;Gleis 1;80;55
7062;B01;1;Gleis 1;112;28
35;B01;1;Gleis 1;127;55
35;B02;2;Gleis 2;111;55
7891;B01;1;Gleis 1;120;55
7891;B02;2;Gleis 2;125;55
47;B01;1;Gleis 1;120;55
47;B02;2;Gleis 2;120;55
49;B01;1;Gleis 1;125;55
50;B01;1;Gleis 1;120;22
60;B01;1;Gleis 1;300;38
60;B02;2;Gleis 2;299;38
130;B01;1;Gleis 1;120;32
130;B02;2;Gleis 2;91;28
132;B01;1;Gleis 1;91;38
226;B01;1;Gleis 1;382;36
226;B01;1a;Gleis 1a;151;36
226;B02;2;Gleis 2;338;36
226;B02;3;Gleis 3;338;36
226;B03;4;Gleis 4;80;55
314;B01;1;Gleis 1;46;26
314;B02;2;Gleis 2;120;20
5520;B01;1;Gleis 1;116;38
5520;B02;2;Gleis 2;180;20
342;B01;1;Gleis 1;179;22
342;B02;2;Gleis 2;252;76
342;B02;3;Gleis 3;252;76
344;B01;1;Gleis 1;140;30
360;B01;1;Gleis 1;141;38
360;B02;2;Gleis 2;112;30
386;B01;1;Gleis 1;130;38
385;B01;1;Gleis 1;147;36
385;B02;2;Gleis 2;325;36
385;B02;3;Gleis 3;174;36
479;B01;1;Gleis 1;120;36
479;B02;2;Gleis 2;120;36
570;B01;1;Gleis 1;151;38
605;B01;1;Gleis 1;120;38
629;B01;1;Gleis 1;127;24
629;B02;2;Gleis 2;141;30
637;B01;1;Gleis 1;150;38
637;B02;2;Gleis 2;150;38
674;B01;1;Gleis 1;121;55
674;B02;2;Gleis 2;121;55
735;B01;1;Gleis 1;137;32
756;B01;1;Gleis 1;168;14
756;B02;2;Gleis 2;168;38
1422;B01;1;Gleis 1;132;55
1422;B02;2;Gleis 2;120;55
1598;B01;1;Gleis 1;190;38
1598;B02;2;Gleis 2;294;38
1598;B02;3;Gleis 3;294;38
1601;B01;1;Gleis 1;120;55
1642;B01;1;Gleis 1;175;38
1642;B02;2;Gleis 2;137;55
1742;B01;1;Gleis 1;187;32
1742;B02;2;Gleis 2;203;30
1927;B01;1;Gleis 1;118;55
1927;B02;2;Gleis 2;189;32
5987;B01;1;Gleis 1;171;55
5987;B02;2;Gleis 2;171;55
1945;B01;182;Gleis 182;133;38
1945;B01;183;Gleis 183;133;38
2718;B01;1;Gleis 1;120;55
6456;B01;1;Gleis 1;120;55
6456;B02;2;Gleis 2;120;55
1946;B01;1;Gleis 1;110;38
1947;B01;201;Gleis 201;265;36
1947;B02;202;Gleis 202;362;36
1947;B02;203;Gleis 203;359;36
1947;B03;204;Gleis 204;203;38
1947;B03;205;Gleis 205;203;38
7435;B01;1;Gleis 1;120;55
7430;B01;1;Gleis 1;120;55
1968;B01;1;Gleis 1;130;30
2219;B01;1;Gleis 1;193;36
2219;B02;2;Gleis 2;291;36
2605;B01;1;Gleis 1;127;26
2614;B01;1;Gleis 1;177;38
2624;B01;1;Gleis 1;183;32
2624;B02;2;Gleis 2;191;32
2695;B01;1;Gleis 1;120;24
2695;B02;2;Gleis 2;120;26
2695;B02;3;Gleis 3;120;26
2696;B01;1;Gleis 1;113;55
3149;B01;1;Gleis 1;80;38
3149;B02;2;Gleis 2;85;38
3170;B01;1;Gleis 1;204;32
3190;B01;1;Gleis 1;185;55
3190;B02;2;Gleis 2;185;55
3211;B01;1;Gleis 1;206;30
3211;B02;2;Gleis 2;208;24
3211;B02;3;Gleis 3;208;24
3363;B01;1a;Gleis 1a;288;38
3363;B02;2b;Gleis 2b;79;38
3363;B02;3;Gleis 3;375;38
3363;B02;2a;Gleis 2a;195;38
8047;B01;1;Gleis 1;160;55
8047;B02;2;Gleis 2;160;55
3364;B01;1;Gleis 1;216;32
3364;B01;2;Gleis 2;216;32
3365;B01;1;Gleis 1;201;38
3365;B02;2;Gleis 2;201;38
3412;B01;1;Gleis 1;152;18
3412;B02;2;Gleis 2;267;76
3525;B01;1;Gleis 1;112;38
3525;B02;2;Gleis 2;137;55
3689;B01;1;Gleis 1;245;30
3689;B02;2;Gleis 2;145;30
3798;B01;1;Gleis 1;120;38
3798;B02;2;Gleis 2;120;38
3836;B01;1;Gleis 1;205;38
3836;B02;2;Gleis 2;180;38
3955;B01;2;Gleis 2;249;38
3955;B02;3;Gleis 3;175;38
3957;B01;1;Gleis 1;169;22
3957;B02;2;Gleis 2;169;38
3988;B01;1;Gleis 1;152;30
4015;B01;1;Gleis 1;217;55
4015;B02;2;Gleis 2;217;55
4055;B01;1;Gleis 1;207;36
4055;B02;2;Gleis 2;140;30
4087;B01;1;Gleis 1;296;38
4087;B02;2;Gleis 2;340;76
4087;B02;3;Gleis 3;340;76
4143;B01;1;Gleis 1;80;55
4143;B02;2;Gleis 2;80;55
4189;B01;1;Gleis 1;121;55
4189;B02;2;Gleis 2;121;55
4206;B01;1;Gleis 1;162;18
4206;B02;2;Gleis 2;181;18
4209;B01;1;Gleis 1;110;55
4330;B01;1;Gleis 1;105;36
4336;B01;1;Gleis 1;110;55
4483;B01;2;Gleis 2;81;55
4483;B02;3;Gleis 3;81;55
4612;B01;1;Gleis 1;275;76
4612;B02;2;Gleis 2;341;76
4612;B02;3;Gleis 3;341;76
4626;B01;1;Gleis 1;190;55
4626;B02;2;Gleis 2;190;55
4714;B01;1;Gleis 1;80;38
4714;B02;2;Gleis 2;80;38
5095;B01;1;Gleis 1;358;76
5095;B02;2;Gleis 2;254;76
5095;B02;3;Gleis 3;254;76
5095;B03;4;Gleis 4;225;76
5095;B03;5;Gleis 5;225;76
5095;B04;6;Gleis 6;327;76
7890;B01;1;Gleis 1;80;55
7890;B02;2;Gleis 2;80;55
5150;B01;1;Gleis 1;170;55
5150;B02;2;Gleis 2;216;55
5150;B02;3;Gleis 3;216;55
5184;B01;1;Gleis 1;167;22
5184;B02;2;Gleis 2;174;20
5242;B01;1;Gleis 1;465;38
5242;B02;2;Gleis 2;283;55
5242;B02;3;Gleis 3;283;55
5243;B01;1;Gleis 1;120;38
5243;B02;2;Gleis 2;120;38
5244;B01;1;Gleis 1;120;38
5244;B02;2;Gleis 2;115;76
5245;B01;1;Gleis 1;119;28
5245;B02;2;Gleis 2;168;34
5271;B01;1;Gleis 1;165;38
5271;B02;2;Gleis 2;120;38
5399;B01;1;Gleis 1;182;26
5399;B02;2;Gleis 2;204;24
5472;B01;2;Gleis 2;120;55
5472;B02;3;Gleis 3;120;55
5853;B01;1;Gleis 1;247;36
5853;B02;2;Gleis 2;263;36
5853;B02;4;Gleis 4;202;36
8007;B01;1;Gleis 1;110;55
5865;B01;1;Gleis 1;437;38
5865;B01;6;Gleis 6;110;38
5865;B01;8;Gleis 8;125;38
5865;B02;2;Gleis 2;324;55
5865;B02;3;Gleis 3;324;55
5865;B03;4;Gleis 4;436;55
5865;B03;5;Gleis 5;436;55
5865;B04;7;Gleis 7;127;38
7974;B01;1;Gleis 1;185;55
7974;B02;2;Gleis 2;185;55
8005;B01;1;Gleis 1;160;55
8005;B02;2;Gleis 2;160;55
5873;B01;1;Gleis 1;126;38
5964;B01;1;Gleis 1;80;55
5964;B02;2;Gleis 2;80;55
6023;B01;1;Gleis 1;110;55
6045;B01;1;Gleis 1;180;32
6045;B02;2;Gleis 2;80;38
6053;B01;1;Gleis 1;50;36
6144;B01;1;Gleis 1;121;30
6279;B01;1;Gleis 1;415;36
6279;B01;13;Gleis 13;112;55
6279;B02;2;Gleis 2;423;36
6279;B02;3;Gleis 3;293;38
6279;B02;9;Gleis 9;56;36
6279;B02;12;Gleis 12;188;36
6279;B03;5;Gleis 5;246;22
6279;B03;6;Gleis 6;246;22
6279;B03;11;Gleis 11;127;22
6281;B01;1;Gleis 1;127;55
6282;B01;1;Gleis 1;194;38
6282;B02;2;Gleis 2;192;38
8002;B01;1;Gleis 1;130;55
4915;B01;1;Gleis 1;120;55
6299;B01;1;Gleis 1;168;38
6299;B02;2;Gleis 2;223;38
6299;B02;3;Gleis 3;223;38
6315;B01;1;Gleis 1;157;20
6315;B02;2;Gleis 2;120;38
6531;B01;1;Gleis 1;156;30
6531;B02;2;Gleis 2;247;36
6534;B01;1;Gleis 1;170;55
6534;B02;2;Gleis 2;213;22
7977;B01;1;Gleis 1;80;55
7977;B02;2;Gleis 2;80;55
6631;B01;1;Gleis 1;105;38
6631;B02;2;Gleis 2;103;38
6661;B01;1;Gleis 1;165;38
6661;B02;2;Gleis 2;165;38
6848;B01;1;Gleis 1;114;38
63;B01;1;Gleis 1;80;55
63;B02;2;Gleis 2;80;55
304;B01;1;Gleis 1;80;55
304;B02;2;Gleis 2;80;55
341;B01;1;Gleis 1;140;76
341;B02;2;Gleis 2;140;76
340;B01;1;Gleis 1;140;76
340;B02;2;Gleis 2;140;76
340;B02;3;Gleis 3;140;76
355;B01;1;Gleis 1;80;55
355;B01;2;Gleis 2;80;55
371;B01;1;Gleis 1;239,8;55
371;B02;2;Gleis 2;403;76
371;B02;3;Gleis 3;403;76
371;B03;4;Gleis 4;406,8;76
371;B05;5;Gleis 5;406,5;76
7159;B01;1;Gleis 1;120;55
7159;B02;2;Gleis 2;120;55
6236;B01;1;Gleis 1;120;55
6236;B02;2;Gleis 2;120;55
635;B01;1;Gleis 1;211;38
635;B02;2;Gleis 2;211;38
679;B01;1;Gleis 1;140;55
692;B01;1;Gleis 1;210;76
692;B02;2;Gleis 2;210;76
692;B02;3;Gleis 3;210;76
762;B01;1;Gleis 1;220;32
762;B02;2;Gleis 2;224;32
762;B03;3;Gleis 3;225;32
875;B01;1;Gleis 1;123;55
875;B02;2;Gleis 2;124;55
875;B02;3;Gleis 3;124;55
875;B03;5;Gleis 5;123;55
875;B03;6;Gleis 6;123;55
8001;B01;1;Gleis 1;80;55
8001;B02;2;Gleis 2;83;55
5428;B01;1;Gleis 1;80;55
5428;B02;2;Gleis 2;80;55
900;B01;1;Gleis 1;160;55
900;B02;2;Gleis 2;160;55
904;B01;1;Gleis 1;271;76
904;B02;2;Gleis 2;413;76
904;B02;3;Gleis 3;413;76
904;B03;4;Gleis 4;411;76
904;B03;5;Gleis 5;411;76
904;B04;7;Gleis 7;132;38
904;B06;6;Gleis 6;80;55
904;B08;8;Gleis 8;62;38
7735;B01;1;Gleis 1;140;76
7735;B02;2;Gleis 2;140;76
7751;B01;1;Gleis 1;140;76
7751;B02;2;Gleis 2;140;76
960;B01;1;Gleis 1;272;55
960;B02;2;Gleis 2;271;55
1025;B01;1;Gleis 1;80;55
1280;B01;1;Gleis 1;157;38
1393;B01;1;Gleis 1;161;36
1393;B02;2;Gleis 2;211;36
1393;B02;3;Gleis 3;211;36
8004;B01;1;Gleis 1;120;55
8004;B02;2;Gleis 2;120;55
1608;B01;1;Gleis 1;170;38
1608;B02;2;Gleis 2;171;55
1639;B01;1;Gleis 1;164;32
1639;B02;2;Gleis 2;165;32
1725;B01;1;Gleis 1;176;38
1725;B02;2;Gleis 2;164;38
1725;B02;3;Gleis 3;164;38
1737;B01;1;Gleis 1;215;38
1737;B02;2;Gleis 2;216;38
1738;B01;1;Gleis 1;210;76
1738;B02;2;Gleis 2;210;76
1738;B02;3;Gleis 3;210;55
1829;B01;1;Gleis 1;155;38
1829;B02;2;Gleis 2;250;38
1921;B01;1;Gleis 1;121;55
1921;B02;2;Gleis 2;151;55
1921;B02;3;Gleis 3;151;55
1954;B01;1;Gleis 1;210;76
1954;B02;2;Gleis 2;210;76
2023;B01;2;Gleis 2;253;38
2023;B01;3;Gleis 3;253;38
2223;B01;1;Gleis 1;210;76
2223;B02;2;Gleis 2;217;76
2223;B02;3;Gleis 3;210;76
2223;B03;4;Gleis 4;210;76
2223;B03;5;Gleis 5;210;76
2224;B01;1;Gleis 1;140;76
8030;B01;1;Gleis 1;140;55
2492;B01;1;Gleis 1;103;32
2783;B01;1;Gleis 1;81;55
2800;B01;1;Gleis 1;171,5;55
2800;B01;2;Gleis 2;141;55
2906;B01;1;Gleis 1;121;38
2906;B02;2;Gleis 2;315;76
2906;B02;3;Gleis 3;315;76
2906;B03;5;Gleis 5;184;38
2906;B03;6;Gleis 6;147;38
7712;B01;1;Gleis 1;140;55
2955;B01;1;Gleis 1;140;76
2975;B01;1;Gleis 1;264;38
2975;B02;2;Gleis 2;262;38
3105;B01;1;Gleis 1;140;76
3105;B02;2;Gleis 2;140;76
3107;B02;1;Gleis 1;475,9;76
3107;B02;2;Gleis 2;475,9;76
3107;B03;3;Gleis 3;458,5;76
3107;B03;4;Gleis 4;458,5;76
3107;B04;5;Gleis 5;478,5;76
3107;B04;6;Gleis 6;408;76
3107;B05;7;Gleis 7;468,1;76
3107;B05;8;Gleis 8;465,8;76
3107;B06;9;Gleis 9;307;76
3107;B06;10;Gleis 10;461;76
3107;B07;11;Gleis 11;406;76
3107;B07;12;Gleis 12;512;76
3107;B08;13;Gleis 13;376;38
3107;B08;14;Gleis 14;370;38
3107;B09;101;Gleis 101;121;76
3107;B10;102;Gleis 102;168;76
3108;B01;1;Gleis 1;198;38
3108;B02;2;Gleis 2;199;38
3109;B01;1;Gleis 1;261;55
3109;B02;2;Gleis 2;322;76
3109;B02;5;Gleis 5;322;76
3109;B03;6;Gleis 6;323;76
3109;B03;9;Gleis 9;217;76
3110;B01;1;Gleis 1;210;76
3110;B02;2;Gleis 2;210;76
3111;B01;1;Gleis 1;182;30
3111;B02;2;Gleis 2;149;32
3112;B01;1;Gleis 1;150;32
3112;B02;2;Gleis 2;149;32
6370;B01;1;Gleis 1;85;55
6370;B02;2;Gleis 2;80;55
3790;B01;1;Gleis 1;100;38
3917;B01;1;Gleis 1;160;55
3917;B02;2;Gleis 2;160;55
8025;B01;1;Gleis 1;115;55
8025;B02;2;Gleis 2;115;55
4003;B02;2;Gleis 2;80;55
4003;B02;3;Gleis 3;80;55
7763;B01;1;Gleis 1;96;38
4196;B01;1;Gleis 1;160;55
4196;B02;2;Gleis 2;160;55
8026;B01;1;Gleis 1;115;55
8026;B02;2;Gleis 2;115;55
4197;B01;1;Gleis 1;339;32
4197;B02;2;Gleis 2;385;32
4197;B02;3;Gleis 3;385;32
4197;B03;5;Gleis 5;402;32
4197;B04;50;Gleis 50;280;32
6237;B01;1;Gleis 1;210;55
6237;B02;2;Gleis 2;210;55
4202;B01;1;Gleis 1;131;32
4295;B01;1;Gleis 1;80;55
4295;B01;2;Gleis 2;80;55
8027;B01;1;Gleis 1;80;55
7947;B01;1;Gleis 1;80;55
8157;B01;1;Gleis 1;80;55
4544;B01;1;Gleis 1;215;30
4544;B02;2;Gleis 2;144;30
7764;B01;1;Gleis 1;80;55
7764;B02;2;Gleis 2;80;55
4818;B01;1;Gleis 1;200;38
4818;B02;2;Gleis 2;210;38
4818;B02;3;Gleis 3;210;38
4819;B01;1;Gleis 1;151;32
4819;B02;2;Gleis 2;153;32
4922;B01;1;Gleis 1;321;36
4922;B02;2;Gleis 2;400;36
4922;B02;3;Gleis 3;400;36
4922;B03;4;Gleis 4;393;36
4922;B03;5;Gleis 5;393;36
4922;B04;103;Gleis 103;172;36
4922;B04;104;Gleis 104;172;36
7889;B01;1;Gleis 1;81;55
7889;B01;2;Gleis 2;81;55
4930;B01;1;Gleis 1;192;76
4930;B02;2;Gleis 2;140;76
5125;B01;1;Gleis 1;318;36
5125;B02;2;Gleis 2;398;36
5125;B02;3;Gleis 3;398;36
5125;B03;4;Gleis 4;385;36
5125;B03;5a;Gleis 5a;385;36
5125;B04;5b;Gleis 5b;125;36
5125;B04;6;Gleis 6;233;36
5256;B01;1;Gleis 1;140;76
5558;B01;1;Gleis 1;102;38
5570;B02;1;Gleis 1;80;55
5570;B02;2;Gleis 2;80;55
5571;B01;1;Gleis 1;90;38
5678;B01;1;Gleis 1;140;55
5678;B01;2;Gleis 2;140;55
7162;B01;1;Gleis 1;120;55
7162;B02;2;Gleis 2;120;55
5794;B01;1;Gleis 1;120;55
5794;B02;2;Gleis 2;120;55
6302;B01;1;Gleis 1;140;76
6302;B02;2;Gleis 2;143;76
6362;B01;1;Gleis 1;80;55
6362;B02;2;Gleis 2;80;55
6464;B01;2;Gleis 2;300;38
6464;B01;3;Gleis 3;300;38
6464;B02;1;Gleis 1;301;38
6756;B01;1;Gleis 1;218;38
6756;B02;2;Gleis 2;240;38
6765;B01;1;Gleis 1;80;55
6765;B02;2;Gleis 2;80;55
6769;B01;1;Gleis 1;175;38
6769;B02;2;Gleis 2;176;38
6769;B02;3;Gleis 3;176;38
6847;B01;1;Gleis 1;107;38
14;B01;1;Gleis 1;140;76
14;B02;2;Gleis 2;140;76
15;B01;1;Gleis 1;145;34
15;B02;2;Gleis 2;140;28
18;B01;1;Gleis 1;120;55
18;B02;2;Gleis 2;120;55
8168;B01;1;Gleis 1;70;76
209;B01;1;Gleis 1;145;76
209;B02;2;Gleis 2;145;76
239;B01;1;Gleis 1;140;55
277;B02;3;Gleis 3;170;55
277;B02;4;Gleis 4;170;55
277;B03;5;Gleis 5;246;55
277;B04;10;Gleis 10;190;55
277;B04;11;Gleis 11;190;55
